timestamp, name, index, memory.used [MiB]
2025/02/18 20:16:56.240, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:16:56.241, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:16:56.241, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:16:56.241, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:16:57.241, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:16:57.241, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:16:57.241, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:16:57.241, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:16:58.241, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:16:58.242, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:16:58.242, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:16:58.242, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:16:59.242, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:16:59.242, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:16:59.242, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:16:59.242, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:17:00.242, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:17:00.242, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:17:00.242, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:17:00.242, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:17:01.242, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:17:01.243, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:17:01.243, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:17:01.243, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:17:02.243, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:17:02.243, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:17:02.243, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:17:02.243, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:17:03.243, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:17:03.244, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:17:03.244, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:17:03.244, NVIDIA A100-SXM4-80GB, 3, 567 MiB
