timestamp, name, index, memory.used [MiB]
2025/02/18 20:07:13.575, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:13.576, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:13.576, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:13.576, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:14.576, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:14.576, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:14.576, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:14.576, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:15.576, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:15.577, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:15.577, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:15.577, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:16.577, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:16.577, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:16.577, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:16.577, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:17.577, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:17.578, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:17.578, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:17.578, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:18.578, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:18.578, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:18.578, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:18.578, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:19.578, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:19.579, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:19.579, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:19.579, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:20.579, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:20.579, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 20:07:20.579, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 20:07:20.579, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 20:07:21.579, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:21.580, NVIDIA A100-SXM4-80GB, 1, 2811 MiB
2025/02/18 20:07:21.580, NVIDIA A100-SXM4-80GB, 2, 2823 MiB
2025/02/18 20:07:21.580, NVIDIA A100-SXM4-80GB, 3, 1045 MiB
2025/02/18 20:07:22.580, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:22.580, NVIDIA A100-SXM4-80GB, 1, 3477 MiB
2025/02/18 20:07:22.580, NVIDIA A100-SXM4-80GB, 2, 3473 MiB
2025/02/18 20:07:22.580, NVIDIA A100-SXM4-80GB, 3, 1673 MiB
2025/02/18 20:07:23.581, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:23.581, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 20:07:23.581, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 20:07:23.581, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 20:07:24.581, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:24.582, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 20:07:24.582, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 20:07:24.582, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 20:07:25.582, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 20:07:25.582, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 20:07:25.582, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 20:07:25.582, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 20:07:26.582, NVIDIA A100-SXM4-80GB, 0, 3357 MiB
2025/02/18 20:07:26.582, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 20:07:26.582, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 20:07:26.582, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 20:07:27.583, NVIDIA A100-SXM4-80GB, 0, 3999 MiB
2025/02/18 20:07:27.583, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 20:07:27.583, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 20:07:27.583, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 20:07:28.583, NVIDIA A100-SXM4-80GB, 0, 4713 MiB
2025/02/18 20:07:28.584, NVIDIA A100-SXM4-80GB, 1, 4279 MiB
2025/02/18 20:07:28.584, NVIDIA A100-SXM4-80GB, 2, 4279 MiB
2025/02/18 20:07:28.584, NVIDIA A100-SXM4-80GB, 3, 2509 MiB
2025/02/18 20:07:29.585, NVIDIA A100-SXM4-80GB, 0, 5243 MiB
2025/02/18 20:07:29.585, NVIDIA A100-SXM4-80GB, 1, 5049 MiB
2025/02/18 20:07:29.587, NVIDIA A100-SXM4-80GB, 2, 5049 MiB
2025/02/18 20:07:29.589, NVIDIA A100-SXM4-80GB, 3, 3135 MiB
2025/02/18 20:07:30.590, NVIDIA A100-SXM4-80GB, 0, 6653 MiB
2025/02/18 20:07:30.590, NVIDIA A100-SXM4-80GB, 1, 6459 MiB
2025/02/18 20:07:30.590, NVIDIA A100-SXM4-80GB, 2, 6459 MiB
2025/02/18 20:07:30.593, NVIDIA A100-SXM4-80GB, 3, 4545 MiB
2025/02/18 20:07:31.593, NVIDIA A100-SXM4-80GB, 0, 8577 MiB
2025/02/18 20:07:31.593, NVIDIA A100-SXM4-80GB, 1, 8255 MiB
2025/02/18 20:07:31.593, NVIDIA A100-SXM4-80GB, 2, 8383 MiB
2025/02/18 20:07:31.593, NVIDIA A100-SXM4-80GB, 3, 6293 MiB
2025/02/18 20:07:32.593, NVIDIA A100-SXM4-80GB, 0, 10403 MiB
2025/02/18 20:07:32.594, NVIDIA A100-SXM4-80GB, 1, 10033 MiB
2025/02/18 20:07:32.594, NVIDIA A100-SXM4-80GB, 2, 10113 MiB
2025/02/18 20:07:32.594, NVIDIA A100-SXM4-80GB, 3, 8071 MiB
2025/02/18 20:07:33.594, NVIDIA A100-SXM4-80GB, 0, 12181 MiB
2025/02/18 20:07:33.594, NVIDIA A100-SXM4-80GB, 1, 11811 MiB
2025/02/18 20:07:33.594, NVIDIA A100-SXM4-80GB, 2, 11939 MiB
2025/02/18 20:07:33.594, NVIDIA A100-SXM4-80GB, 3, 9801 MiB
2025/02/18 20:07:34.594, NVIDIA A100-SXM4-80GB, 0, 13003 MiB
2025/02/18 20:07:34.595, NVIDIA A100-SXM4-80GB, 1, 12681 MiB
2025/02/18 20:07:34.595, NVIDIA A100-SXM4-80GB, 2, 12809 MiB
2025/02/18 20:07:34.595, NVIDIA A100-SXM4-80GB, 3, 10767 MiB
2025/02/18 20:07:35.595, NVIDIA A100-SXM4-80GB, 0, 13935 MiB
2025/02/18 20:07:35.595, NVIDIA A100-SXM4-80GB, 1, 13541 MiB
2025/02/18 20:07:35.595, NVIDIA A100-SXM4-80GB, 2, 13821 MiB
2025/02/18 20:07:35.595, NVIDIA A100-SXM4-80GB, 3, 11795 MiB
2025/02/18 20:07:36.596, NVIDIA A100-SXM4-80GB, 0, 14035 MiB
2025/02/18 20:07:36.596, NVIDIA A100-SXM4-80GB, 1, 13649 MiB
2025/02/18 20:07:36.596, NVIDIA A100-SXM4-80GB, 2, 13993 MiB
2025/02/18 20:07:36.596, NVIDIA A100-SXM4-80GB, 3, 11965 MiB
2025/02/18 20:07:37.596, NVIDIA A100-SXM4-80GB, 0, 14509 MiB
2025/02/18 20:07:37.596, NVIDIA A100-SXM4-80GB, 1, 14321 MiB
2025/02/18 20:07:37.596, NVIDIA A100-SXM4-80GB, 2, 14467 MiB
2025/02/18 20:07:37.596, NVIDIA A100-SXM4-80GB, 3, 12571 MiB
2025/02/18 20:07:38.596, NVIDIA A100-SXM4-80GB, 0, 14509 MiB
2025/02/18 20:07:38.596, NVIDIA A100-SXM4-80GB, 1, 14321 MiB
2025/02/18 20:07:38.597, NVIDIA A100-SXM4-80GB, 2, 14467 MiB
2025/02/18 20:07:38.597, NVIDIA A100-SXM4-80GB, 3, 12571 MiB
2025/02/18 20:07:39.597, NVIDIA A100-SXM4-80GB, 0, 15563 MiB
2025/02/18 20:07:39.597, NVIDIA A100-SXM4-80GB, 1, 15507 MiB
2025/02/18 20:07:39.597, NVIDIA A100-SXM4-80GB, 2, 15345 MiB
2025/02/18 20:07:39.597, NVIDIA A100-SXM4-80GB, 3, 12895 MiB
2025/02/18 20:07:40.598, NVIDIA A100-SXM4-80GB, 0, 16461 MiB
2025/02/18 20:07:40.598, NVIDIA A100-SXM4-80GB, 1, 16245 MiB
2025/02/18 20:07:40.598, NVIDIA A100-SXM4-80GB, 2, 16073 MiB
2025/02/18 20:07:40.598, NVIDIA A100-SXM4-80GB, 3, 14103 MiB
2025/02/18 20:07:41.598, NVIDIA A100-SXM4-80GB, 0, 32609 MiB
2025/02/18 20:07:41.598, NVIDIA A100-SXM4-80GB, 1, 32317 MiB
2025/02/18 20:07:41.598, NVIDIA A100-SXM4-80GB, 2, 32249 MiB
2025/02/18 20:07:41.598, NVIDIA A100-SXM4-80GB, 3, 30455 MiB
2025/02/18 20:07:42.598, NVIDIA A100-SXM4-80GB, 0, 33485 MiB
2025/02/18 20:07:42.598, NVIDIA A100-SXM4-80GB, 1, 33433 MiB
2025/02/18 20:07:42.598, NVIDIA A100-SXM4-80GB, 2, 33297 MiB
2025/02/18 20:07:42.599, NVIDIA A100-SXM4-80GB, 3, 32009 MiB
2025/02/18 20:07:43.599, NVIDIA A100-SXM4-80GB, 0, 34379 MiB
2025/02/18 20:07:43.599, NVIDIA A100-SXM4-80GB, 1, 33433 MiB
2025/02/18 20:07:43.599, NVIDIA A100-SXM4-80GB, 2, 33297 MiB
2025/02/18 20:07:43.599, NVIDIA A100-SXM4-80GB, 3, 32009 MiB
2025/02/18 20:07:44.599, NVIDIA A100-SXM4-80GB, 0, 34379 MiB
2025/02/18 20:07:44.600, NVIDIA A100-SXM4-80GB, 1, 33433 MiB
2025/02/18 20:07:44.600, NVIDIA A100-SXM4-80GB, 2, 33297 MiB
2025/02/18 20:07:44.600, NVIDIA A100-SXM4-80GB, 3, 33275 MiB
2025/02/18 20:07:45.600, NVIDIA A100-SXM4-80GB, 0, 34379 MiB
2025/02/18 20:07:45.600, NVIDIA A100-SXM4-80GB, 1, 33433 MiB
2025/02/18 20:07:45.600, NVIDIA A100-SXM4-80GB, 2, 34605 MiB
2025/02/18 20:07:45.600, NVIDIA A100-SXM4-80GB, 3, 33275 MiB
2025/02/18 20:07:46.600, NVIDIA A100-SXM4-80GB, 0, 34379 MiB
2025/02/18 20:07:46.600, NVIDIA A100-SXM4-80GB, 1, 34585 MiB
2025/02/18 20:07:46.600, NVIDIA A100-SXM4-80GB, 2, 34605 MiB
2025/02/18 20:07:46.601, NVIDIA A100-SXM4-80GB, 3, 33275 MiB
2025/02/18 20:07:47.601, NVIDIA A100-SXM4-80GB, 0, 35549 MiB
2025/02/18 20:07:47.601, NVIDIA A100-SXM4-80GB, 1, 35781 MiB
2025/02/18 20:07:47.601, NVIDIA A100-SXM4-80GB, 2, 34605 MiB
2025/02/18 20:07:47.601, NVIDIA A100-SXM4-80GB, 3, 33275 MiB
2025/02/18 20:07:48.601, NVIDIA A100-SXM4-80GB, 0, 35549 MiB
2025/02/18 20:07:48.601, NVIDIA A100-SXM4-80GB, 1, 35783 MiB
2025/02/18 20:07:48.601, NVIDIA A100-SXM4-80GB, 2, 34605 MiB
