timestamp, name, index, memory.used [MiB]
2025/02/18 19:36:33.212, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:33.212, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:33.212, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:33.212, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:34.212, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:34.212, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:34.212, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:34.212, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:35.213, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:35.213, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:35.213, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:35.213, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:36.213, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:36.213, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:36.213, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:36.213, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:37.213, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:37.214, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:37.214, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:37.214, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:38.214, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:38.214, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:38.214, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:38.214, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:39.214, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:39.215, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:39.215, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:39.215, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:40.215, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:40.215, NVIDIA A100-SXM4-80GB, 1, 2337 MiB
2025/02/18 19:36:40.215, NVIDIA A100-SXM4-80GB, 2, 2337 MiB
2025/02/18 19:36:40.215, NVIDIA A100-SXM4-80GB, 3, 567 MiB
2025/02/18 19:36:41.215, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:41.216, NVIDIA A100-SXM4-80GB, 1, 2859 MiB
2025/02/18 19:36:41.216, NVIDIA A100-SXM4-80GB, 2, 2833 MiB
2025/02/18 19:36:41.216, NVIDIA A100-SXM4-80GB, 3, 1049 MiB
2025/02/18 19:36:42.216, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:42.216, NVIDIA A100-SXM4-80GB, 1, 3499 MiB
2025/02/18 19:36:42.216, NVIDIA A100-SXM4-80GB, 2, 3471 MiB
2025/02/18 19:36:42.217, NVIDIA A100-SXM4-80GB, 3, 1725 MiB
2025/02/18 19:36:43.217, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:43.217, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 19:36:43.217, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 19:36:43.217, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 19:36:44.217, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:44.217, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 19:36:44.217, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 19:36:44.218, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 19:36:45.218, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:45.218, NVIDIA A100-SXM4-80GB, 1, 3651 MiB
2025/02/18 19:36:45.218, NVIDIA A100-SXM4-80GB, 2, 3651 MiB
2025/02/18 19:36:45.218, NVIDIA A100-SXM4-80GB, 3, 1881 MiB
2025/02/18 19:36:46.218, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:46.219, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:46.219, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:46.219, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:47.219, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:47.219, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:47.219, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:47.219, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:48.220, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:48.220, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:48.220, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:48.220, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:49.220, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:49.220, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:49.220, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:49.220, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:50.221, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:50.221, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:50.221, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:50.221, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:51.221, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:51.221, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:51.221, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:51.221, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
2025/02/18 19:36:52.222, NVIDIA A100-SXM4-80GB, 0, 2771 MiB
2025/02/18 19:36:52.222, NVIDIA A100-SXM4-80GB, 1, 3653 MiB
2025/02/18 19:36:52.222, NVIDIA A100-SXM4-80GB, 2, 3653 MiB
2025/02/18 19:36:52.222, NVIDIA A100-SXM4-80GB, 3, 1883 MiB
